4.20E+11,1/3/2022 8:16,1/3/2022 8:19
4.20E+11,1/5/2022 18:13,1/5/2022 18:14
4.20E+11,1/6/2022 3:17,1/6/2022 3:23
4.20E+11,1/6/2022 11:32,1/6/2022 11:33
4.21E+11,1/6/2022 21:02,1/6/2022 21:04
4.20E+11,1/7/2022 6:13,1/7/2022 6:19
4.20E+11,1/9/2022 14:20,1/9/2022 14:25
4.21E+11,1/11/2022 22:54,1/11/2022 22:55
4.21E+11,1/12/2022 8:43,1/12/2022 8:43
4.21E+11,1/12/2022 18:27,1/12/2022 18:30
4.21E+11,1/14/2022 3:00,1/14/2022 3:06
4.21E+11,1/16/2022 11:06,1/16/2022 11:10
4.21E+11,1/18/2022 20:11,1/18/2022 20:12
4.20E+11,1/19/2022 5:48,1/19/2022 5:52
4.21E+11,1/19/2022 13:54,1/19/2022 13:59
4.20E+11,1/19/2022 23:03,1/19/2022 23:07
4.21E+11,1/22/2022 7:42,1/22/2022 7:43
4.21E+11,1/23/2022 16:26,1/23/2022 16:29
4.21E+11,1/24/2022 1:11,1/24/2022 1:15
4.21E+11,1/26/2022 10:32,1/26/2022 10:37
4.21E+11,1/26/2022 20:10,1/26/2022 20:16
4.21E+11,1/29/2022 5:39,1/29/2022 5:40
4.20E+11,1/31/2022 14:24,1/31/2022 14:31
4.20E+11,2/2/2022 23:45,2/2/2022 23:46
4.21E+11,2/3/2022 8:59,2/3/2022 9:04
4.21E+11,2/5/2022 18:13,2/5/2022 18:17
4.20E+11,2/8/2022 2:28,2/8/2022 2:29
4.21E+11,2/10/2022 10:29,2/10/2022 10:30
4.20E+11,2/12/2022 19:05,2/12/2022 19:08
4.21E+11,2/14/2022 3:21,2/14/2022 3:26
4.20E+11,2/16/2022 11:58,2/16/2022 11:59
4.21E+11,2/17/2022 21:21,2/17/2022 21:27
4.20E+11,2/20/2022 6:01,2/20/2022 6:02
4.20E+11,2/21/2022 15:14,2/21/2022 15:19
4.20E+11,2/22/2022 0:29,2/22/2022 0:35
4.21E+11,2/22/2022 9:13,2/22/2022 9:19
4.21E+11,2/23/2022 18:54,2/23/2022 18:55
4.20E+11,2/24/2022 4:52,2/24/2022 4:57
4.21E+11,2/24/2022 14:16,2/24/2022 14:20
4.21E+11,2/24/2022 23:56,2/25/2022 0:02
4.21E+11,2/25/2022 8:32,2/25/2022 8:36
4.21E+11,2/26/2022 16:35,2/26/2022 16:37
4.21E+11,2/27/2022 1:22,2/27/2022 1:23
